id,string
acr-acanthisit,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-acanthisi,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-acanthisi,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-acanthis,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-acanthis,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-chloris,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-chloris,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-chlori,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-chlori,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-chlor,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-chlor,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-chlo,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-chlo,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-chl,"[""Rifleman:eng"", ""Acanthisitta chloris:sci""]"
acr-chl,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthisitta chloris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthisitta chloris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthisitta chloris""}]}"
acn-acanthiza apicalis,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-acanthiza apicalis,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-acanthiza,"[""Acanthiza apicalis:sci"", ""Acanthiza pusilla:sci"", ""Acanthiza murina:sci"", ""Acanthiza iredalei:sci"", ""Acanthiza robustirostris:sci"", ""Acanthiza reguloides:sci"", ""Acanthiza ewingii:sci"", ""Acanthiza nana:sci"", ""Acanthiza chrysorrhoa:sci"", ""Acanthiza inornata:sci"", ""Inland thornbill:eng"", ""Acanthiza katherina:sci"", ""Acanthiza lineata:sci"", ""Acanthiza uropygialis:sci""]"
acr-acanthiza,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza ewingii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza ewingii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza ewingii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza inornata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza inornata""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza inornata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza iredalei""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza iredalei""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza iredalei""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza katherina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza katherina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza katherina""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza lineata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza lineata""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza lineata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza lineata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza murina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza murina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza murina""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza nana""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza nana""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza nana""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza nana""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza pusilla""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza pusilla""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza pusilla""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza pusilla""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza reguloides""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza reguloides""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza reguloides""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza reguloides""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza uropygialis""}]}"
acn-acanthiz,"[""Acanthiza apicalis:sci"", ""Acanthiza pusilla:sci"", ""Acanthiza murina:sci"", ""Acanthiza iredalei:sci"", ""Acanthiza robustirostris:sci"", ""Acanthiza reguloides:sci"", ""Acanthiza ewingii:sci"", ""Acanthiza nana:sci"", ""Acanthiza chrysorrhoa:sci"", ""Acanthiza inornata:sci"", ""Inland thornbill:eng"", ""Acanthiza katherina:sci"", ""Acanthiza lineata:sci"", ""Acanthiza uropygialis:sci""]"
acr-acanthiz,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza ewingii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza ewingii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza ewingii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza inornata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza inornata""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza inornata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza iredalei""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza iredalei""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza iredalei""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza katherina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza katherina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza katherina""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza lineata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza lineata""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza lineata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza lineata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza murina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza murina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza murina""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza nana""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza nana""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza nana""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza nana""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza pusilla""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza pusilla""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza pusilla""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza pusilla""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza reguloides""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza reguloides""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza reguloides""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza reguloides""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza uropygialis""}]}"
acn-apicalis,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-apicalis,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-apicali,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-apicali,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-apical,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-apical,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-apica,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-apica,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-apic,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-apic,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-api,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-api,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-inland thornbill,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-inland thornbill,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-inland,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-inland,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-inlan,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-inlan,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-inla,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-inla,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-inl,"[""Acanthiza apicalis:sci"", ""Inland thornbill:eng""]"
acr-inl,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}]}"
acn-thornbill,"[""Acanthiza apicalis:sci"", ""Tasmanian thornbill:eng"", ""Papuan thornbill:eng"", ""Buff rumped thornbill:eng"", ""Slender billed thornbill:eng"", ""Striated thornbill:eng"", ""Brown thornbill:eng"", ""Yellow thornbill:eng"", ""Slaty backed thornbill:eng"", ""Inland thornbill:eng"", ""Western thornbill:eng"", ""Mountain thornbill:eng"", ""Yellow rumped thornbill:eng"", ""Chestnut rumped thornbill:eng""]"
acr-thornbill,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza ewingii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza ewingii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza ewingii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza inornata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza inornata""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza inornata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza iredalei""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza iredalei""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza iredalei""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza katherina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza katherina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza katherina""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza lineata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza lineata""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza lineata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza lineata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza murina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza murina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza murina""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza nana""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza nana""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza nana""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza nana""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza pusilla""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza pusilla""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza pusilla""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza pusilla""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza reguloides""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza reguloides""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza reguloides""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza reguloides""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza uropygialis""}]}"
acn-thornbil,"[""Acanthiza apicalis:sci"", ""Tasmanian thornbill:eng"", ""Papuan thornbill:eng"", ""Buff rumped thornbill:eng"", ""Slender billed thornbill:eng"", ""Striated thornbill:eng"", ""Brown thornbill:eng"", ""Yellow thornbill:eng"", ""Slaty backed thornbill:eng"", ""Inland thornbill:eng"", ""Western thornbill:eng"", ""Mountain thornbill:eng"", ""Yellow rumped thornbill:eng"", ""Chestnut rumped thornbill:eng""]"
acr-thornbil,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza apicalis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza apicalis""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza chrysorrhoa""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza ewingii""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza ewingii""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza ewingii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza inornata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza inornata""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza inornata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza iredalei""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza iredalei""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza iredalei""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza katherina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza katherina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza katherina""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza lineata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza lineata""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza lineata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza lineata""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza murina""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza murina""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza murina""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza nana""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza nana""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza nana""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza nana""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza pusilla""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza pusilla""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza pusilla""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza pusilla""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza reguloides""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza reguloides""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza reguloides""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza reguloides""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza robustirostris""}, {""source"": ""wdpa"", ""type"": ""protectedarea"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""Jetz"", ""type"": ""range"", ""name"": ""Acanthiza uropygialis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthiza uropygialis""}]}"
