scientific,binomial,binomial_index,commons,commons_index,keywords,state,type
Fundulus heteroclitus,Fundulus heteroclitus,fundulus heteroclitus,Northern Mummichog,northern mummichog,"northern,mummichog",,BINOMIAL
Lerista petersoni,Lerista petersoni,lerista petersoni,Pale Broad-blazed Slider,pale broad blazed slider,"broad,blazed,pale,slider",,BINOMIAL
Lerista picturata,Lerista picturata,lerista picturata,Southern Robust Slider,southern robust slider,"robust,southern,slider",,BINOMIAL
Lerista planiventralis,Lerista planiventralis,lerista planiventralis,Keeled Slider,keeled slider,"slider,keeled",,BINOMIAL
Lerista praefrontalis,Lerista praefrontalis,lerista praefrontalis,Yampi Sandslider,yampi sandslider,"sandslider,yampi",,BINOMIAL
Lerista praepedita,Lerista praepedita,lerista praepedita,Blunt-tailed West-coast Slider,blunt tailed west coast slider,"west,coast,blunt,slider,tailed",,BINOMIAL
Cyprinodon eximius,Cyprinodon eximius,cyprinodon eximius,Conchos Pupfish,conchos pupfish,"conchos,pupfish",,BINOMIAL
Achalinus werneri,,,,,,NO_COMMONS,
Lerista punctatovittata,Lerista punctatovittata,lerista punctatovittata,Eastern Robust Slider,eastern robust slider,"robust,slider,eastern",,BINOMIAL
Lerista puncticauda,Lerista puncticauda,lerista puncticauda,Dotty-tailed Robust Slider,dotty tailed robust slider,"robust,dotty,slider,tailed",,BINOMIAL
Lerista quadrivincula,Lerista quadrivincula,lerista quadrivincula,Four-chained Slider,four chained slider,"four,slider,chained",,BINOMIAL
Lerista robusta,Lerista robusta,lerista robusta,Brad-eyed Sandslider,brad eyed sandslider,"sandslider,eyed,brad",,BINOMIAL
Lerista separanda,Lerista separanda,lerista separanda,Dampierland Plain Slider,dampierland plain slider,"plain,dampierland,slider",,BINOMIAL
Lerista simillima,Lerista simillima,lerista simillima,Fitzroy Sandslider,fitzroy sandslider,"fitzroy,sandslider",,BINOMIAL
Lerista speciosa,Lerista speciosa,lerista speciosa,Pale-striped Mulch-slider,pale striped mulch slider,"slider,striped,pale,mulch",,BINOMIAL
Lerista stictopleura,Lerista stictopleura,lerista stictopleura,Spotted Broad-blazed Slider,spotted broad blazed slider,"spotted,broad,blazed,slider",,BINOMIAL
Lerista storri,Lerista storri,lerista storri,Storr's Lerista,storr lerista,"storr,lerista",,BINOMIAL
Lerista stylis,Lerista stylis,lerista stylis,Arnhem Coast Fine-lined Slider,arnhem coast fine lined slider,"slider,lined,arnhem,fine,coast",,BINOMIAL
Lerista taeniata,Lerista taeniata,lerista taeniata,Ribbon Slider,ribbon slider,"slider,ribbon",,BINOMIAL
Lerista talpina,Lerista talpina,lerista talpina,Phantom Mole Slider,phantom mole slider,"phantom,slider,mole",,BINOMIAL
Lerista terdigitata,Lerista terdigitata,lerista terdigitata,Robust Mulch-slider,robust mulch slider,"robust,mulch,slider",,BINOMIAL
Lerista tridactyla,Lerista tridactyla,lerista tridactyla,Dark-backed Mulch-slider,dark backed mulch slider,"dark,backed,mulch,slider",,BINOMIAL
Lerista uniduo,Lerista uniduo,lerista uniduo,Slender Broad-blazed Slider,slender broad blazed slider,"broad,blazed,slender,slider",,BINOMIAL
Lerista varia,Lerista varia,lerista varia,Shark Bay Broad-blazed Slider,shark bay broad blazed slider,"broad,shark,blazed,slider,bay",,BINOMIAL
Lerista vermicularis,Lerista vermicularis,lerista vermicularis,Slender Duneslider,slender duneslider,"duneslider,slender",,BINOMIAL
Lerista viduata,Lerista viduata,lerista viduata,Ravensthorpe Range Slider,ravensthorpe range slider,"slider,range,ravensthorpe",,BINOMIAL
Lerista vittata,Lerista vittata,lerista vittata,Side-striped Fine-lined Slider,side striped fine lined slider,"slider,striped,lined,fine,side",,BINOMIAL
Lerista walkeri,Lerista walkeri,lerista walkeri,Coastal Kimberley Slider,coastal kimberley slider,"slider,coastal,kimberley",,BINOMIAL
Lerista wilkinsi,Lerista wilkinsi,lerista wilkinsi,Two-toed Fine-lined Slider,two toed fine lined slider,"fine,lined,toed,two,slider",,BINOMIAL
Lerista xanthura,Lerista xanthura,lerista xanthura,Yellow-tailed Plain Slider,yellow tailed plain slider,"plain,slider,yellow,tailed",,BINOMIAL
Lerista yuna,Lerista yuna,lerista yuna,Yuna Broad-blazed Slider,yuna broad blazed slider,"yuna,blazed,slider,broad",,BINOMIAL
Lerista zonulata,Lerista zonulata,lerista zonulata,North-eastern Orange-tailed Slider,north eastern orange tailed slider,"orange,slider,tailed,north,eastern",,BINOMIAL
Lioscincus greeri,,,,,,NO_COMMONS,
Lioscincus maruia,,,,,,NO_COMMONS,
Lygisaurus zuma,Lygisaurus zuma,lygisaurus zuma,Sun-loving Litter-skink,sun loving litter skink,"sun,litter,skink,loving",,BINOMIAL
Lioscincus nigrofasciolatum,,,,,,NO_COMMONS,
Lipinia pulchra,,,,,,NO_COMMONS,
Lipinia quadrivittata,Lipinia quadrivittata,lipinia quadrivittata,"Four-striped Lipinia,Vierstreifenschlankskink","vierstreifenschlankskink,four striped lipinia","four,striped,lipinia,vierstreifenschlankskink",,BINOMIAL
Lipinia rabori,Lipinia rabori,lipinia rabori,Rabor's Lipinia,rabor lipinia,"rabor,lipinia",,BINOMIAL
Lipinia relicta,Lipinia relicta,lipinia relicta,Vinciguerra's Lipinia,vinciguerra lipinia,"lipinia,vinciguerra",,BINOMIAL
Lipinia rouxi,Lipinia rouxi,lipinia rouxi,Roux'sLipinia,roux slipinia,"slipinia,roux",,BINOMIAL
Lipinia semperi,Lipinia semperi,lipinia semperi,Semper's Lipinia,semper lipinia,"semper,lipinia",,BINOMIAL
Lipinia subvittata,Lipinia subvittata,lipinia subvittata,StripedLipinia,StripedLipinia,StripedLipinia,,BINOMIAL
Lipinia surda,,,,,,NO_COMMONS,
Lipinia venemai,Lipinia venemai,lipinia venemai,Brongersma's Lipinia,brongersma lipinia,"brongersma,lipinia",,BINOMIAL
Lipinia vittigera,Lipinia vittigera,lipinia vittigera,"Banded Lipinia,Sipora Striped Skink,Sipora Streifenschlankskink","sipora streifenschlankskink,sipora striped skink,banded lipinia","lipinia,banded,streifenschlankskink,skink,sipora,striped",,BINOMIAL
Lipinia vulcania,Lipinia vulcania,lipinia vulcania,Vulcan Lipinia,vulcan lipinia,"vulcan,lipinia",,BINOMIAL
Lipinia zamboangensis,Lipinia zamboangensis,lipinia zamboangensis,Zamboang Lipinia,zamboang lipinia,"lipinia,zamboang",,BINOMIAL
Lobulia brongersmai,Lobulia brongersmai,lobulia brongersmai,Brongersma's Lobulia,brongersma lobulia,"brongersma,lobulia",,BINOMIAL
Poblana letholepis,Poblana letholepis,poblana letholepis,La Preciosa Silverside,preciosa silverside,"silverside,preciosa",,BINOMIAL
Lobulia elegans,Lobulia elegans,lobulia elegans,Elegant Lobulia,elegant lobulia,"elegant,lobulia",,BINOMIAL
Lygisaurus aeratus,Lygisaurus aeratus,lygisaurus aeratus,Large-disced Litter-skink,large disced litter skink,"large,disced,litter,skink",,BINOMIAL
Lygisaurus foliorum,Lygisaurus foliorum,lygisaurus foliorum,"Tree-base Litter-skink,Rainbow-skink","tree base litter skink,rainbow skink","rainbow,litter,base,tree,skink",,BINOMIAL
Lygisaurus laevis,Lygisaurus laevis,lygisaurus laevis,"Rainforest Edge Litter-skink,Rainforest Litter-skink","rainforest litter skink,rainforest edge litter skink","litter,edge,skink,rainforest",,BINOMIAL
Lygisaurus macfarlani,Lygisaurus macfarlani,lygisaurus macfarlani,Translucent Litter-skink,translucent litter skink,"litter,translucent,skink",,BINOMIAL
Lygisaurus rococo,Lygisaurus rococo,lygisaurus rococo,Chillagoe Litter-skink,chillagoe litter skink,"litter,skink,chillagoe",,BINOMIAL
Lygisaurus sesbrauna,Lygisaurus sesbrauna,lygisaurus sesbrauna,Eastern Cape Litter-skink,eastern cape litter skink,"cape,litter,skink,eastern",,BINOMIAL
Lygisaurus tanneri,Lygisaurus tanneri,lygisaurus tanneri,Endeavour River Litter-skink,endeavour river litter skink,"litter,river,endeavour,skink",,BINOMIAL
Lygosoma afrum,Lygosoma afrum,lygosoma afrum,"Peters' Eyelid Skink,Mosambik-Schlankskink","mosambik schlankskink,peters eyelid skink","schlankskink,mosambik,skink,eyelid,peters",,BINOMIAL
Lygosoma albopunctata,Lygosoma albopunctata,lygosoma albopunctata,"White-spotted Supple Skink,Weissflecken-Laubskink","white spotted supple skink,weissflecken laubskink","spotted,skink,laubskink,white,supple,weissflecken",,BINOMIAL
Lygosoma angeli,Lygosoma angeli,lygosoma angeli,Angel's Writhing Skink,angel writhing skink,"writhing,angel,skink",,BINOMIAL
Lygosoma anguinum,,,,,,NO_COMMONS,
Lygosoma ashwamedhi,,,,,,NO_COMMONS,
Lygosoma carinatum,,,,,,NO_COMMONS,
Ameiva corvina,Ameiva corvina,ameiva corvina,Sombrero Ameiva,sombrero ameiva,"sombrero,ameiva",,BINOMIAL
Lygosoma frontoparietale,Lygosoma frontoparietale,lygosoma frontoparietale,"Taylor's Writhing Skink,Pygmy Supple Skink,Zwerg-Laubskink","taylor writhing skink,zwerg laubskink,pygmy supple skink","taylor,writhing,zwerg,skink,laubskink,pygmy,supple",,BINOMIAL
Lygosoma goaensis,,,,,,NO_COMMONS,
Lygosoma grandisonianum,Lygosoma grandisonianum,lygosoma grandisonianum,Lanza's Writhing Skink,lanza writhing skink,"writhing,skink,lanza",,BINOMIAL
Lygosoma guentheri,Lygosoma guentheri,lygosoma guentheri,Günther's Writhing Skink,nther writhing skink,"writhing,nther,skink",,BINOMIAL
Lygosoma haroldyoungi,Lygosoma haroldyoungi,lygosoma haroldyoungi,"Harold's Writhing Skink,Harold Youngs Laubskink","harold youngs laubskink,harold writhing skink","writhing,harold,laubskink,youngs,skink",,BINOMIAL
Lygosoma isodactylum,Lygosoma isodactylum,lygosoma isodactylum,"Siamese Writhing Skink,Even-toed Supple Skink,Gleichfinger-Laubskink","even toed supple skink,siamese writhing skink,gleichfinger laubskink","even,gleichfinger,siamese,laubskink,writhing,toed,skink,supple",,BINOMIAL
Lygosoma vinciguerrae,Lygosoma vinciguerrae,lygosoma vinciguerrae,Vinciguerra's Writhing Skink,vinciguerra writhing skink,"writhing,vinciguerra,skink",,BINOMIAL
Lygosoma koratense,Lygosoma koratense,lygosoma koratense,"Koraten Writhing Skink,Korat-Laubskink","koraten writhing skink,korat laubskink","writhing,koraten,korat,laubskink,skink",,BINOMIAL
Lygosoma laeviceps,Lygosoma laeviceps,lygosoma laeviceps,Common Writhing Skink,common writhing skink,"writhing,common,skink",,BINOMIAL
Lygosoma lanceolatum,Lygosoma lanceolatum,lygosoma lanceolatum,Broadley's Writhing Skink,broadley writhing skink,"writhing,broadley,skink",,BINOMIAL
Lygosoma lineata,,,,,,NO_COMMONS,
Lygosoma lineolatum,Lygosoma lineolatum,lygosoma lineolatum,Striped Writhing Skink,striped writhing skink,"writhing,striped,skink",,BINOMIAL
Lygosoma mabuiiforme,Lygosoma mabuiiforme,lygosoma mabuiiforme,Mabuya-like Skink,mabuya like skink,"skink,mabuya,like",,BINOMIAL
Lygosoma mafianum,,,,,,NO_COMMONS,
Lygosoma melanopogon,,,,,,NO_COMMONS,
Lygosoma mocquardi,Lygosoma mocquardi,lygosoma mocquardi,Mocquard's Writhing Skink,mocquard writhing skink,"writhing,mocquard,skink",,BINOMIAL
Lygosoma muelleri,,,,,,NO_COMMONS,
Lygosoma paedocarinatum,Lygosoma paedocarinatum,lygosoma paedocarinatum,Abyssinian Writhing Skink,abyssinian writhing skink,"writhing,abyssinian,skink",,BINOMIAL
Lygosoma pembanum,Lygosoma pembanum,lygosoma pembanum,Pemba Island Writhing Skink,pemba island writhing skink,"pemba,island,writhing,skink",,BINOMIAL
Lygosoma popae,Lygosoma popae,lygosoma popae,Pope's Writhing Skink,pope writhing skink,"writhing,pope,skink",,BINOMIAL
Lygosoma productum,Lygosoma productum,lygosoma productum,Boulenger's Writhing Skink,boulenger writhing skink,"writhing,boulenger,skink",,BINOMIAL
Lygosoma pruthi,,,,,,NO_COMMONS,
Lygosoma punctata,,,,,,NO_COMMONS,
Lygosoma quadrupes,Lygosoma quadrupes,lygosoma quadrupes,"Short-limbed Supple Skink,Linnaeus' Writhing Skink,Asiatischer Schlankskink","linnaeus writhing skink,short limbed supple skink,asiatischer schlankskink","schlankskink,short,writhing,limbed,linnaeus,asiatischer,skink,supple",,BINOMIAL
Lygosoma simonettai,Lygosoma simonettai,lygosoma simonettai,Simonetta's Writhing Skink,simonetta writhing skink,"writhing,simonetta,skink",,BINOMIAL
Lygosoma singha,,,,,,NO_COMMONS,
Lygosoma somalicum,Lygosoma somalicum,lygosoma somalicum,Somali Writhing Skink,somali writhing skink,"writhing,skink,somali",,BINOMIAL
Lygosoma tanae,Lygosoma tanae,lygosoma tanae,Loveridge's Writhing Skink,loveridge writhing skink,"loveridge,writhing,skink",,BINOMIAL
Lygosoma tersum,Lygosoma tersum,lygosoma tersum,"Nakhon Si-Thammarat forest Skink,Nakhon Si-Thammarat-Waldskink","nakhon thammarat forest skink,nakhon thammarat waldskink","thammarat,skink,forest,waldskink,nakhon",,BINOMIAL
Mabuya ferrarai,Mabuya ferrarai,mabuya ferrarai,Ferrara's Mabuya,ferrara mabuya,"ferrara,mabuya",,BINOMIAL
Lygosoma vosmaeri,Lygosoma vosmaeri,lygosoma vosmaeri,Vosmer's Writhing Skink,vosmer writhing skink,"writhing,vosmer,skink",,BINOMIAL
Mabuya acutilabris,Mabuya acutilabris,mabuya acutilabris,"Wedge-snouted Skink,Sharp-lipped Mabuya","sharp lipped mabuya,wedge snouted skink","wedge,mabuya,lipped,snouted,skink,sharp",,BINOMIAL
Mabuya affinis,Mabuya affinis,mabuya affinis,Senegal Mabuya,senegal mabuya,"senegal,mabuya",,BINOMIAL
Mabuya agilis,,,,,,NO_COMMONS,
Mabuya albilabris,Mabuya albilabris,mabuya albilabris,Guinea Mabuya,guinea mabuya,"guinea,mabuya",,BINOMIAL
Mabuya allapallensis,,,,,,NO_COMMONS,
Mabuya andamanensis,,,,,,NO_COMMONS,
Mabuya angolensis,,,,,,NO_COMMONS,
Mabuya arajara,Mabuya arajara,mabuya arajara,Arajara Mabuya,arajara mabuya,"arajara,mabuya",,BINOMIAL
Mabuya atlantica,,,,,,NO_COMMONS,
Mabuya aurata,Mabuya aurata,mabuya aurata,"Golden Grass Mabuya,Goldstreifenskink,Goldmabuye","goldmabuye,goldstreifenskink,golden grass mabuya","goldmabuye,golden,grass,mabuya,goldstreifenskink",,BINOMIAL
Mabuya aureopunctata,Mabuya aureopunctata,mabuya aureopunctata,Gold-spotted Mabuya,gold spotted mabuya,"spotted,mabuya,gold",,BINOMIAL
Mabuya bayonii,Mabuya bayonii,mabuya bayonii,Bayon'sMabuya,bayon smabuya,"bayon,smabuya",,BINOMIAL
Moxostoma austrinum,Moxostoma austrinum,moxostoma austrinum,Mexican Redhorse,mexican redhorse,"redhorse,mexican",,BINOMIAL
Mabuya beddomii,Mabuya beddomii,mabuya beddomii,Beddome's Mabuya,beddome mabuya,"mabuya,beddome",,BINOMIAL
Mabuya betsileana,Mabuya betsileana,mabuya betsileana,Betsileo Mabuya,betsileo mabuya,"betsileo,mabuya",,BINOMIAL
Mabuya bibronii,,,,,,NO_COMMONS,
Mabuya binotata,Mabuya binotata,mabuya binotata,Bocage's Mabuya,bocage mabuya,"mabuya,bocage",,BINOMIAL
Mabuya bistriata,Mabuya bistriata,mabuya bistriata,Two-striped Mabuya,two striped mabuya,"striped,two,mabuya",,BINOMIAL
Mabuya bocagii,,,,,,NO_COMMONS,
Mabuya boettgeri,Mabuya boettgeri,mabuya boettgeri,Boettger'sMabuya,boettger smabuya,"smabuya,boettger",,BINOMIAL
Mabuya bontocensis,,,,,,NO_COMMONS,
Mabuya boulengeri,Mabuya boulengeri,mabuya boulengeri,Boulenger's Mabuya,boulenger mabuya,"mabuya,boulenger",,BINOMIAL
Mabuya carinata,Mabuya carinata,mabuya carinata,Keeled Indian Mabuya,keeled indian mabuya,"keeled,indian,mabuya",,BINOMIAL
Mabuya carvalhoi,Mabuya carvalhoi,mabuya carvalhoi,Carvalho's Mabuya,carvalho mabuya,"carvalho,mabuya",,BINOMIAL
Mabuya chapaensis,,,,,,NO_COMMONS,
Mabuya chimbana,Mabuya chimbana,mabuya chimbana,Chimban Mabuya,chimban mabuya,"chimban,mabuya",,BINOMIAL
Mabuya clivicola,Mabuya clivicola,mabuya clivicola,Inger's Mabuya,inger mabuya,"inger,mabuya",,BINOMIAL
Mabuya cochabambae,,,,,,NO_COMMONS,
Mabuya comorensis,,,,,,NO_COMMONS,
Mabuya croizati,Mabuya croizati,mabuya croizati,Horton's Mabuya,horton mabuya,"horton,mabuya",,BINOMIAL
Mabuya cumingi,Mabuya cumingi,mabuya cumingi,Cuming's Mabuya,cuming mabuya,"cuming,mabuya",,BINOMIAL
Mabuya darevskii,,,,,,NO_COMMONS,
Mabuya delalandii,,,,,,NO_COMMONS,
Moxostoma austrinum,,,,,,NO_COMMONS,
Mabuya depressa,,,,,,NO_COMMONS,
Mabuya dissimilis,Mabuya dissimilis,mabuya dissimilis,Striped Grass Mabuya,striped grass mabuya,"striped,grass,mabuya",,BINOMIAL
Mabuya dorsivittata,Mabuya dorsivittata,mabuya dorsivittata,Paraguay Mabuya,paraguay mabuya,"paraguay,mabuya",,BINOMIAL
Mabuya dumasi,,,,,,NO_COMMONS,
Atractus punctiventris,Atractus punctiventris,atractus punctiventris,Pointed Ground Snake,pointed ground snake,"pointed,snake,ground",,BINOMIAL
Mabuya elegans,Mabuya elegans,mabuya elegans,Elegant Mabuya,elegant mabuya,"elegant,mabuya",,BINOMIAL
Mabuya englei,,,,,,NO_COMMONS,
Mabuya falconensis,,,,,,NO_COMMONS,
Mabuya fogoensis,,,,,,NO_COMMONS,
Mabuya frenata,Mabuya frenata,mabuya frenata,Cope's Mabuya,cope mabuya,"mabuya,cope",,BINOMIAL
Mabuya gansi,,,,,,NO_COMMONS,
Mabuya geisthardti,,,,,,NO_COMMONS,
Mabuya gravenhorstii,Mabuya gravenhorstii,mabuya gravenhorstii,Gravenhorst's Mabuya,gravenhorst mabuya,"gravenhorst,mabuya",,BINOMIAL
Mabuya guaporicola,Mabuya guaporicola,mabuya guaporicola,Dunn's Mabuya,dunn mabuya,"dunn,mabuya",,BINOMIAL
Mabuya heathi,Mabuya heathi,mabuya heathi,Brazilian Mabuya,brazilian mabuya,"mabuya,brazilian",,BINOMIAL
Mabuya hemmingi,Mabuya hemmingi,mabuya hemmingi,Somali Mabuya,somali mabuya,"mabuya,somali",,BINOMIAL
Mabuya hildae,,,,,,NO_COMMONS,
Mabuya hildebrandtii,,,,,,NO_COMMONS,
Mabuya hoeschi,Mabuya hoeschi,mabuya hoeschi,Hoesch's Mabuya,hoesch mabuya,"hoesch,mabuya",,BINOMIAL
Mabuya homalocephala,,,,,,NO_COMMONS,
Mabuya indeprensa,Mabuya indeprensa,mabuya indeprensa,Brown's Mabuya,brown mabuya,"brown,mabuya",,BINOMIAL
Mabuya infralineata,,,,,,NO_COMMONS,
Paracontias hafa,,,,,,NO_COMMONS,
Mabuya innotata,Mabuya innotata,mabuya innotata,Blanford's Mabuya,blanford mabuya,"blanford,mabuya",,BINOMIAL
Mabuya irregularis,Mabuya irregularis,mabuya irregularis,Alpine Meadow Mabuya,alpine meadow mabuya,"mabuya,meadow,alpine",,BINOMIAL
Scelotes kasneri,Scelotes kasneri,scelotes kasneri,Kasner's Burrowing Skink,kasner burrowing skink,"burrowing,kasner,skink",,BINOMIAL
Mabuya ivensii,,,,,,NO_COMMONS,
Mabuya lacertiformis,Mabuya lacertiformis,mabuya lacertiformis,Bronze Rock Skink,bronze rock skink,"skink,bronze,rock",,BINOMIAL
Mabuya laevis,Mabuya laevis,mabuya laevis,Angolan Blue-tailed Skink,angolan blue tailed skink,"blue,tailed,skink,angolan",,BINOMIAL
Mabuya lavarambo,,,,,,NO_COMMONS,
Menetia koshlandae,Menetia koshlandae,menetia koshlandae,Fine-browed Dwarf Skink,fine browed dwarf skink,"skink,fine,dwarf,browed",,BINOMIAL
Mabuya lineolata,Mabuya lineolata,mabuya lineolata,Lined Mabuya,lined mabuya,"lined,mabuya",,BINOMIAL
Mabuya longicaudata,Mabuya longicaudata,mabuya longicaudata,"Longtail Mabuya,Langschwanzmabuye","langschwanzmabuye,longtail mabuya","longtail,langschwanzmabuye,mabuya",,BINOMIAL
Mabuya mabouya,,,,,,NO_COMMONS,
Mabuya macleani,Mabuya macleani,mabuya macleani,Slippery Back (local name),slippery back local name,"local,slippery,back,name",,BINOMIAL
Mabuya macrorhyncha,Mabuya macrorhyncha,mabuya macrorhyncha,Hoge's Mabuya,hoge mabuya,"mabuya,hoge",,BINOMIAL
Fundulus kansae,Fundulus kansae,fundulus kansae,Northern Plains Killifish,northern plains killifish,"plains,killifish,northern",,BINOMIAL
Fundulus lima,Fundulus lima,fundulus lima,Baja California Killifish,baja california killifish,"baja,killifish,california",,BINOMIAL
Mabuya macularia,Mabuya macularia,mabuya macularia,"Bronze Mabuya,Gefleckte Mabuye","bronze mabuya,gefleckte mabuye","gefleckte,mabuya,bronze,mabuye",,BINOMIAL
